name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Into the Story (cont'd),MMID,3,,,,"• The monster the characters face: a DFC card\n**Action**\n• The characters make a critical mistake: a noncreature card\n• The first to die: choose one of the three characters\n• How the monster kills the first character: a noncreature card\n• The hero: choose one of the two remaining characters\n• Describe the monster's weakness/secret/motivation and how the hero discovered it: a noncreature card of creature/planeswalker card\n**Resolution**\n• Confronting the monster: a noncreature card\n• The lone survivor: choose one of the two characters\n• Ending: Create this yourself! How did the second character die? Did the monster survive? Was it all worth it?\nTO WIN:\nAfter the story's been told, assign the following awards by popular vote to players: Scariest, Funniest, and Most Exciting. Feel free to invent your own awards as well. In the case of a tied vote for the winner of an award, randomly determine its winner.",Card,double_faced_token,0a4cf4f0-caef-501c-b644-9b49ab92c3dd,7afaa202-d5b1-5bfc-beb4-5fa11d6a509d
Cyber Simulacrum,MNEO,3,,,,"2-6 Players | 1 Pack | 10 Minutes\nOBJECTIVE:\nSometimes technology is useful, and sometimes it's downright confusing! Deduce the identity of your cards using only images from the internet.\nGET READY:\nOpen a booster pack and remove all ad, token, and art cards. Deal one card face down to each player, setting the rest aside. Each player secretly looks at their card, then searches its card name using an internet search engine. Navigate to the first three image results that are not of a Magic card or Magic art, then choose one of those images. If you're unsure if something depicts Magic art, use your best judgment.",Card,double_faced_token,a0a2572f-8411-54c4-8183-a9cb48a82c0a,53a1ae09-ce02-55b5-bd60-ca7e558e0d34
Cyber Simulacrum (cont'd),MNEO,3,,,,"LET'S PLAY:\nOnce each player has selected an image, place the chosen cards back in with the unchosen cards. Then shuffle all the cards and display them in a face-up grid. Randomly determine a player to reveal their found image first. The other players work together to guess which card in the grid matches that image. Once their final choice is made, the player who chose the image takes that card and places it in front of them. Play continues with the next player revealing their image until all guesses have been made.\nTO WIN:\nAfter all guesses have been made, each player reveals the correct match for their image. If every card was correctly matched, everyone wins!",Card,double_faced_token,53a1ae09-ce02-55b5-bd60-ca7e558e0d34,a0a2572f-8411-54c4-8183-a9cb48a82c0a
Vampire Knight,TMOC,20,1,1,,Lifelink,Token Creature — Vampire Knight,token,101bbc93-a09f-5922-a6cc-3a258ec33722,
Butterfly,TMOC,29,1,1,,Flying,Token Creature — Insect,token,26c4710c-d6f9-50a9-830b-d0b37b67a65d,
Teferi's Talent Emblem,TMOC,44,,,,You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.,Emblem,emblem,8960cd24-7bc7-5455-9868-383cd22a046b,
First Mate Ragavan,TMOM,6,2,1,,,Token Legendary Creature — Monkey Pirate,token,430515a3-9c84-5aaf-8fe6-63cda4fa6731,
Phyrexian Saproling,TMOM,8,1,1,,,Token Creature — Phyrexian Saproling,token,e167b906-df66-5cce-962b-1086f473e884,
Phyrexian Hydra,TMOM,11,3,3,,Reach,Token Creature — Phyrexian Hydra,token,5e46e483-0a40-57e9-9aea-59830b06d88f,
Incubator,TMOM,16,,,,{2}: Transform this artifact.,Token Artifact — Incubator,double_faced_token,a2f6e1f2-4191-594a-abe9-568e8c2e0e4b,
Teferi Akosa of Zhalfir Emblem,TMOM,22,,,,Knights you control get +1/+0 and have ward {1}.,Emblem,emblem,220ed608-fe2e-58e2-bfb7-4b68c0aca779,
Wrenn and Realmbreaker Emblem,TMOM,23,,,,You may play lands and cast permanent spells from your graveyard.,Emblem,emblem,afada065-4cf0-5ee1-b63a-ba76493499be,
Demon's Due (minigame),MSNC,2,,,,"2 or more players | 1 pack per player | 10 min\nOBJECTIVE: As a member of a New Capenna crime family, you make a name for yourself by showing off your ill-gotten profits. But keep in mind—the most valuable trinkets go directly into the mob boss's pockets.\nGET READY: First, each player declares allegiance to a crime family. The families are: The Obscura, The Maestros, The Riveteers, The Cabaretti, and The Brokers. (You can pick the same family as another player.)\nEach player opens a booster, sets aside all cards without Magic card backs, then shuffles the remaining cards to form their face-down deck.\nLET'S PLAY:\nEach round, players draw until they have four cards. Players then place two cards from their hand face down in front of them as profit. When finished, all players simultaneously reveal their profit cards and",Card,double_faced_token,a9519fb8-44d8-5c1d-b8aa-c51f26fdb0e4,959d2f3a-f4b9-5a05-9d94-0ff28edda2e9
Demon's Due (cont'd),MSNC,2,,,,"add together the mana values of their own cards.\nThe player (or players) with the highest total mana value discards their profit cards. The boss requires payment! If any player's boss payment includes a land card, that player instead places the land in their bank to be counted later. Real estate is hot right now.\nEach other player puts both their cards into their bank to be counted later. Crime pays in New Capenna.\nTO WIN:\nAfter five rounds, discard any remaining cards. Each player totals the mana values in their bank and earns that many points. Lands are worth 3 points. Players earn an additional 2 points for each card in their bank that has the watermark of their chosen crime family. The player with the most points wins! Ties are shared.",Card,double_faced_token,959d2f3a-f4b9-5a05-9d94-0ff28edda2e9,a9519fb8-44d8-5c1d-b8aa-c51f26fdb0e4
Monster of the Week,MVOW,1,,,,"1 player | 1 pack | 5 minutes\nOBJECTIVE:\nSurvive the night by defeating the monster in your booster!\nGET READY:\nOpen a booster and pick a double-faced card (DFC), then set it aside. This is the monster you will face. Discard all ad, token, and art cards. Shuffle the remaining cards into a stack and place it face down to create your library.\nLET'S PLAY:\nPlay a game of Magic against the monster with the following rule modifications:\n• You start with zero cards in hand and 20 life.\n• At the beginning of your upkeep, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")\nThe monster doesn't have a life total, mana, or library, and it can only be defeated by removing it from the battlefield twice: once on its front side and once on its transformed side.",Card,double_faced_token,4eec99f9-b207-503c-b473-5f4e414d5ff2,54b616df-5c18-5cb0-9f85-359db4076c17
Monster of the Week (cont'd),MVOW,1,,,,"The monster behaves automatically as follows:\n• It starts the game on the battlefield on its front side.\n• It doesn't attack until it has taken a number of turns equal to its mana value.\n• It attacks you on each of its turns after it's able to attack.\n• The first time it leaves the battlefield for any reason, return it to the battlefield transformed. It can't transform by any other means. (It now attacks during each of its turns regardless of if it could attack before it transformed.)\n• If it leaves the battlefield for any reason while transformed, it is defeated.\nTake turns with the monster, performing its actions for it.\nThough you cannot attack the monster, you can block with your creatures when it attacks, and you can target it with spells that target any creature or a creature your opponent controls.\nYou lose if your life total reaches 0 or if you attempt to draw a card from an empty library.\nTO WIN:\nDefeat the transformed monster to win.",Card,double_faced_token,54b616df-5c18-5cb0-9f85-359db4076c17,4eec99f9-b207-503c-b473-5f4e414d5ff2
Vampire Wedding Planner,MVOW,2,,,,"2+ players | 2+ packs | 10 minutes\nOBJECTIVE:\nCompete to be the best wedding planner for the bride Olivia Voldaren, by matching cards to her chosen theme.\nGET READY:\nEach player opens a booster and sets aside all cards without _Magic_ card backs. Then each player randomly selects a nonland, non-colorless _Magic_ card from their own cards without revealing it to the rest of the players. Shuffle all players' remaining cards together and place the stack face down in the center of all players. Each player's selected card is their wedding *theme*, and they may secretly look at their own card at any time. Each player is dealt 4 cards, then turn over the top card of the stack to create a discard pile. Randomly determine who goes first. Then take turns counterclockwise.\nLET'S PLAY:\nPlayers take turns drawing and discarding cards, trying to create a hand of cards with the highest point value. Players may draw the top card of the deck *OR* pick up *any* card from the discard pile. If a card is taken from the discard pile, they must *take every card discarded on top of that card* as well. Whenever a player picks up one or more cards, they must discard one.",Card,double_faced_token,3ed68d1f-985e-5fff-9eb5-f7e50e6b9687,00c925ba-b6fe-5c1d-bfb5-2d6f2a422158
Vampire Wedding Planner (cont'd),MVOW,2,,,,Points are scored as follows:\n• 1 point for each card in your hand that matches your theme card's *color* or *mana value*\n• 1 point for each artifact or foil card (Olivia likes shiny things)\n• 1 point for a land (maximum of 1). The location of the wedding.\n• -1 point for any card that does *NOT* count for one of the above\n*Cards can count for multiple points if they meet multiple criteria.*\nTO WIN:\nPlay ends after each player has taken four turns. Players reveal all of their cards and pitch their wedding theme as they total their points. The player with the most points wins. Ties are shared.,Card,double_faced_token,00c925ba-b6fe-5c1d-bfb5-2d6f2a422158,3ed68d1f-985e-5fff-9eb5-f7e50e6b9687
Roil Royale,MZNR,4,,,,"2-6 players | 1 pack | 5 minutes\nOBJECTIVE:\nAncient Kor ruins are being discovered across Zendikar! Be the first player to locate the ruins while avoiding the wrath of the Roil!\nGET READY:\nOpen a pack and remove any cards without Magic card backs, then place all the cards face down on the table and randomize them. Whoever went camping most recently goes first.\nLET'S PLAY:\nPlayers take turns revealing one of the cards on the table. Each card has unique properties that may help the player on their way to the ruins:\nCommons are campsites. Once revealed, they are discarded.\nUncommons, rares, and mythics are guides.",Card,double_faced_token,69f70c10-770e-5c44-960a-1b25d411f0dc,6a61fdff-54ac-57d0-9741-635e91a770e7
Roil Royale (cont'd),MZNR,4,,,,"When a player reveals a guide, they keep that card.\nFoils are maps. When a player reveals a map, they keep that card. Players can use maps to peek at one of the cards on the table before choosing a card to reveal. The map is then put back onto the table face down, the cards are randomized, and play continues. (Foil uncommons, rares, and mythics can be used as either a map or a guide!)\nThe basic land is the location of the ruins. When a player reveals the land, if they have no guides, they are killed by the Roil and eliminated from the game. If that player has one guide, they survive. In either case, the ruins (and the guide) are put back onto the table face down, the cards are randomized, and play continues.\nTO WIN:\nThe first player to collect two guides and find the ruins—or the last player standing—wins!",Card,double_faced_token,6a61fdff-54ac-57d0-9741-635e91a770e7,69f70c10-770e-5c44-960a-1b25d411f0dc
Shrine,TNEC,1,1,1,,,Token Enchantment Creature — Shrine,token,d134c4be-492a-5e9a-a4c4-bb203ef1e694,
Smoke Blessing,TNEC,6,,,,"Enchant creature\nWhen enchanted creature dies, it deals 1 damage to its controller and you create a Treasure token.",Token Enchantment — Aura,token,8c143dce-d6a3-57c5-a912-8ce754f73de9,
Pilot,TNEO,1,1,1,,This creature crews Vehicles as though its power were 2 greater.,Token Creature — Pilot,token,6c112277-fd0b-5566-a5f5-0f59216e0444,
Samurai,TNEO,3,2,2,,Vigilance,Token Creature — Samurai,token,0979b2d0-05a6-5616-b7be-75c1777f6cb6,
Ninja,TNEO,4,1,1,,This creature can't be blocked.,Token Creature — Ninja,token,e279e34e-2bb6-5fc5-9f24-e2d8441c8b2f,
Rat Rogue,TNEO,5,1,1,,,Token Creature — Rat Rogue,token,9179b14e-8e42-594c-bb1a-b2ef2b4cadbc,
Goblin Shaman,TNEO,8,2,2,,"Whenever this creature attacks, create a Treasure token.",Token Creature — Goblin Shaman,token,54edcc8d-dc97-5a6e-b42b-00d63b81e738,
Human Monk,TNEO,10,1,1,,{T}: Add {G}.,Token Creature — Human Monk,token,64544fb1-96f2-59f1-a427-0a8ec477a8c0,
Keimi,TNEO,13,3,3,,"Whenever you cast an enchantment spell, each opponent loses 1 life and you gain 1 life.",Token Legendary Creature — Frog,token,385c70a5-88a4-5ba7-8a01-51688d3af742,
Mechtitan,TNEO,14,10,10,,"Mechtitan is all colors.\nFlying, vigilance, trample, lifelink, haste",Token Legendary Artifact Creature — Construct,token,023515e1-6755-56be-a01a-6f75b668a182,
Tamiyo's Notebook,TNEO,16,,,,Spells you cast cost {2} less to cast.\n{T}: Draw a card.,Token Legendary Artifact,token,e1afd0a4-f8bf-53eb-8c21-034d1240c3af,
Kaito Shizuki Emblem,TNEO,18,,,,"Whenever a creature you control deals combat damage to a player, search your library for a blue or black creature card, put it onto the battlefield, then shuffle.",Emblem,emblem,274930fe-6153-55a8-8c05-c8e88b7fac19,
"Tezzeret, Betrayer of Flesh Emblem",TNEO,19,,,,"Whenever an artifact you control becomes tapped, draw a card.",Emblem,emblem,7ee89398-0e02-5dc6-837e-c5105a01e4b6,
Phyrexian Insect,TONC,15,1,1,,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),Token Creature — Phyrexian Insect,token,3a4eb72a-cd8b-5416-93b7-a37e90ff50f9,
Phyrexian Wurm,TONC,16,*,*,,Trample\nToxic 1 (Players dealt combat damage by this creature also get a poison counter.),Token Creature — Phyrexian Wurm,token,52d0a58a-7af5-5d8b-adb0-78644fdd7cec,
Phyrexian Goblin,TONE,3,1,1,,,Token Creature — Phyrexian Goblin,token,3a49ec7d-50c8-5459-861f-07185c1142e7,
Rebel,TONE,5,2,2,,,Token Creature — Rebel,token,f78af17a-6b08-5984-b36b-a15b4f1dccd4,
Drone,TONE,8,2,2,,"Deathtouch\nWhen this creature leaves the battlefield, each opponent loses 2 life and you gain 2 life.",Token Artifact Creature — Drone,token,d9327567-d717-52db-aa40-71cc2a6b962b,
The Hollow Sentinel,TONE,9,3,3,,,Token Legendary Artifact Creature — Phyrexian Golem,token,4de6bb51-46aa-59d7-b603-291babb01771,
Phyrexian Mite,TONE,11,1,1,,Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)\nThis creature can't block.,Token Artifact Creature — Phyrexian Mite,token,d4928ecf-ba43-5759-b91c-d230325c6331,
"Koth, Fire of Resistance Emblem",TONE,13,,,,"Whenever a Mountain enters the battlefield under your control, this emblem deals 4 damage to any target.",Emblem,emblem,5fb6fd07-bae2-5d67-92a2-5e1000e4fa12,
Magic Origins Checklist,TORI,0,,,,"(You can mark this card to represent a double-faced Planeswalker card in your library or hand.)\n☐ Kytheon, Hero of Akros {W}\n☐ Jace, Vryn's Prodigy {1}{U}\n☐ Liliana, Heretical Healer {1}{B}{B}\n☐ Chandra, Fire of Kaladesh {1}{R}{R}\n☐ Nissa, Vastwood Seer {2}{G}",Card,token,95e2556c-0b31-5ef9-9640-686913315dae,
"Ashaya, the Awoken World",TORI,7,4,4,,,Token Legendary Creature — Elemental,token,525e7f62-6d27-5a6c-bc83-389625308040,
"Jace, Telepath Unbound Emblem",TORI,12,,,,"Whenever you cast a spell, target opponent puts the top five cards of their library into their graveyard.",Emblem — Jace,emblem,2e1d3bd1-27c1-54c5-b479-d914b4693c1e,
"Liliana, Defiant Necromancer Emblem",TORI,13,,,,"Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step.",Emblem — Liliana,emblem,b6b767d0-52a6-598c-997b-6876a92a5a0b,
"Chandra, Roaring Flame Emblem",TORI,14,,,,"At the beginning of your upkeep, this emblem deals 3 damage to you.",Emblem — Chandra,emblem,741922f7-81d6-5ee9-b850-6d83d447552e,
Rogue,TOTC,9,2,2,,,Token Creature — Rogue,token,fc4b8c69-e041-5005-a335-138eb09d7ab1,
Dragon Elemental,TOTC,13,4,4,,"Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",Token Creature — Dragon Elemental,token,5900f9ef-a723-5b4d-a68e-179f5afc1792,
Plant Warrior,TOTC,20,4,2,,Reach,Token Creature — Plant Warrior,token,227679ef-61ea-53f9-a2fd-d1f64c61f222,
"Bounty: Eriana, Wrecking Ball",TOTC,30,,,,"At the beginning of your end step, if you committed a crime this turn, collect your reward. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",Card,double_faced_token,22eec444-d153-538e-8e9f-bf5eccd6292a,a0b9dcaf-0bdb-5d89-9380-37fc13c3834b
Wanted!,TOTC,30,,,,"Before the game, shuffle at least 6 unique bounty cards into a face-down pile.\nAs the starting player's third turn begins, reveal the top bounty card.\nClaim the revealed bounty during your turn and collect your reward!\nAs each turn begins, if no bounty is being offered, reveal the next one. If the pile is empty, shuffle all claimed bounties and restock\nIf the bounty went unclaimed last turn, increase its reward to the next level.\nRewards\n1 — Create a Treasure token\n2 — Create two Treasure tokens\n3 — Create two Treasure tokens *or* draw a card\n4 — (Max) Create two Treasure tokens *and* draw a card.",Card,double_faced_token,a0b9dcaf-0bdb-5d89-9380-37fc13c3834b,22eec444-d153-538e-8e9f-bf5eccd6292a
Bounty: Frankie The Fang,TOTC,31,,,,"At the beginning of your end step, if the player with the most life or tied for most life as the turn began was dealt combat damage this turn, collect your reward.",Card,double_faced_token,41d32e58-f1f2-5814-aa63-bb97e9063548,1605f172-faa0-5edc-99df-4c068f91d748
Bounty: Gorra Tash and Silas,TOTC,32,,,,"At the beginning of your end step, if all opponents were dealt combat damage this turn, collect your reward.",Card,double_faced_token,79d56428-e20b-5002-a20f-e9ae2f6f1cf6,5e660bff-43b1-5cb1-8032-e02dcb1013f9
Bounty: Lord Fajjal,TOTC,33,,,,"At the beginning of your end step, if a land card was put into your graveyard from anywhere this turn, collect your reward.",Card,double_faced_token,27b3ae10-e7d8-53a3-b154-5c737f57a64c,1b70fb27-2b09-516b-afff-d85d8ea66971
"Bounty: Lyssa, Sterling Collector",TOTC,34,,,,"At the beginning of your end step, if the player with the most cards in hand or tied for most cards as the turn began was dealt combat damage this turn, collect your reward.",Card,double_faced_token,ce7cd653-6b1d-5a6b-9287-864f9ccaf26d,96de4c6c-68c0-5d16-9ff8-fe28d19e5a1c
Bounty: Miron Tillas Jr.,TOTC,35,,,,"At the beginning of your end step, if the nearest opponent to your left as the turn began was dealt combat damage this turn, collect your reward.",Card,double_faced_token,f541155a-c314-526d-afcb-8f02da58eb3d,d554ef12-f077-552d-9aa8-3dff81bfa79a
Bounty: The Outsider,TOTC,36,,,,"At the beginning of your end step, if you cast a spell from anywhere other than your hand this turn, collect your reward.",Card,double_faced_token,37b8380c-767f-5cb3-816c-2a1e48e914ee,eb59133b-a239-5a83-90a0-4e1eee207ce0
"Bounty: Paq, Fleeting Filcher",TOTC,37,,,,"At the beginning of your end step, if there are four or more card types among cards in your graveyard, collect your reward.",Card,double_faced_token,2a8f865f-e359-56d4-b72b-7a9963574f47,ddb017ce-f33f-58c8-9b22-31284dc7c471
"Bounty: Rissa ""Blades"" Lee",TOTC,38,,,,"At the beginning of your end step, if you cast an instant or sorcery spell this turn while you had two or more instant and/or sorcery cards in your graveyard, collect your reward.",Card,double_faced_token,23022084-2162-5483-bb3d-93f70f88da7e,f7d00578-eee1-5cbe-956e-6f29f847a003
Bounty: Sleepy Sovka,TOTC,39,,,,"At the beginning of your end step, if you cast no spells this turn, collect your reward.",Card,double_faced_token,c2df9f3a-0408-5ea2-9071-7b456977e302,7abc7316-53fa-5485-a573-fd538c0fd7f1
Bounty: Squeakers the Sly,TOTC,40,,,,"At the beginning of your end step, if a legendary creature you controlled attacked alone this turn, collect your reward.",Card,double_faced_token,102f8e5e-d51c-5be7-86d5-20ed0af6aa36,651d23ec-a9ce-5bd3-ba70-787875c53573
Bounty: Vara Beth Hannifer,TOTC,41,,,,"At the beginning of your end step, if the nearest opponent to your right as the turn began was dealt combat damage this turn, collect your reward.",Card,double_faced_token,ebe37e90-fc1f-54a4-8939-9d6d63867fdb,5bbb1fcb-7562-5810-94a7-a305ad625a52
Beau,TOTJ,6,*,*,,This creature's power and toughness are each equal to the number of lands you control.,Token Legendary Creature — Ox,token,d9de4442-bfad-519b-8851-a5957e5de797,
Vampire Rogue,TOTJ,8,1,1,,Lifelink,Token Creature — Vampire Rogue,token,f0ef8d6a-4b64-5c73-8233-800aee022a29,
Mercenary,TOTJ,10,1,1,,{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.,Token Creature — Mercenary,token,0b3c8513-324d-5347-af39-b6da4161a67a,
Scorpion Dragon,TOTJ,11,4,4,,"Flying, haste",Token Creature — Scorpion Dragon,token,693ffc98-ec95-55c5-8d26-0cadc4663721,
Elk,TOTJ,13,3,3,,,Token Creature — Elk,token,550650bd-3ac5-55ee-b739-173af89ff794,
Varmint,TOTJ,14,2,1,,,Token Creature — Varmint,token,a48209c0-04de-5b70-a252-d5c3462dc3b3,
Zombie Rogue,TOTJ,15,2,2,,,Token Creature — Zombie Rogue,token,9c4d4329-1a29-544f-b569-59312b54fd19,
Meteorite,TOTJ,17,,,,"When Meteorite enters the battlefield, it deals 2 damage to any target.\n{T}: Add one mana of any color.",Token Artifact,token,f605e1eb-231e-5e9f-89dd-93523bee6512,
Plot,TOTJ,20,,,,"After you plot a card, you may place the exiled card here. You may cast it as a sorcery on a later turn without paying its mana cost.",Card,token,d0056891-3072-5040-b870-2c88c9110497,
Pest,TOTP,4,1,1,,"When this creature dies, you gain 1 life.",Token Creature — Pest,token,fda6f4a3-6734-5347-8712-e449ed76e0a8,
Rukh,P03,7,4,4,,Flying,Token Creature — Bird,token,2a425e9e-0c85-5f75-9382-2b72440165bc,
Alien,TPIP,6,0,0,,,Token Creature — Alien,token,110f3dd8-f598-57bd-a219-d29e29bcb414,
Zombie Mutant,TPIP,7,2,2,,,Token Creature — Zombie Mutant,token,e4ed1737-026f-59c0-9d76-b7bfd9649659,
Settlement,TPIP,8,,,,"Enchant Land\nEnchanted land has ""{T}: Add one mana of any color.""",Token Enchantment — Aura,token,f265a084-6b20-50a4-8e99-d8b412da85d1,
Junk,TPIP,15,,,,"{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.",Token Artifact — Junk,token,de557c08-4418-5956-8a9c-1a485cde1194,
Wasteland Survival Guide,TPIP,20,,,,Equipped creature gets +1/+1 for each quest counter among permanents you control.\nEquip {1},Token Artifact — Equipment,token,20e22465-c63e-5637-abbf-0bdd2c14eee7,
Radiation,TPIP,22,,,,"At the beginning of your precombat main phase, if you have any rad counters, mill that many cards. For each nonland card milled this way, you lose 1 life and a rad counter.",Card,token,4ce0f951-01fd-5279-ac2c-8219768baf53,
"Lukka, Wayward Bonder Emblem",PLST,TSTX-8,,,,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.",Emblem,emblem,3a180139-efdf-56ba-937d-61617cfaf0f1,
Citizen,PLST,TSNC-12,1,1,,,Token Creature — Citizen,token,f8ca07e3-9212-555d-984f-2551a9c6bb34,
Arlinn Kord Emblem,PLST,TSOI-18,,,,"Creatures you control have haste and ""{T}: This creature deals damage equal to its power to any target.""",Emblem — Arlinn,emblem,bbecc5d7-0583-5fda-915f-f6848f7200da,
Urzan Automaton,PTBRO,2,*,*,,,Token Creature — Urzan Automaton,token,8564813e-e288-5b40-88ce-ccc7c0ee6336,
Artifact Zombie,PTBRO,3,*,*,,,Token Artifact Creature — Zombie,token,f5ba110a-31c8-5b26-b526-c4e8ecd3fab3,
Blank Card,PTC,0,,,,,Card,token,fc4fe44f-33ee-50f3-8b1f-bc9c90a8a380,
Rivals of Ixalan Checklist,TRIX,CH1,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Hadana's Climb {1}{G}{U}\n☐ Journey to Eternity {1}{B}{G}\n☐ Path of Mettle {R}{W}\n☐ Profane Procession {1}{W}{B}\n☐ Storm the Vault {2}{U}{R}\n☐ Azor's Gateway {2}\n☐ Golden Guardian {4},Card,token,1a5ed6ee-d893-5407-9e68-78b5ccb46175,
"Huatli, Radiant Champion Emblem",TRIX,5,,,,"Whenever a creature enters the battlefield under your control, you may draw a card.",Emblem — Huatli,emblem,69216e15-1df0-5748-a037-172be13eeb25,
Double-Faced Substitute Card,SBRO,1,,,,(You can use this card to represent a double-faced card.),Card,token,754d0c84-f82a-5850-b73c-ea1e9beccb3d,
Walker,SLD,148,2,2,,,Token Creature — Zombie,token,1f4c2ec0-a94c-5ff4-88aa-28a349501426,
Ogre Warrior,TSNC,6,4,3,,,Token Creature — Ogre Warrior,token,f0d54291-d008-5e6d-a4c8-0ee450ab575e,
Shadows Over Innistrad Checklist 1,TSOI,CH1,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Avacynian Missionaries {3}{W}\n☐ Pious Evangel {2}{W}\n☐ Town Gossipmonger {W}\n☐ Aberrant Researcher {3}{U}\n☐ Daring Sleuth {1}{U}\n☐ Uninvited Geist {2}{U}\n☐ Accursed Witch {3}{B}\n☐ Heir of Falkenrath {1}{B}\n☐ Kindly Stranger {2}{B}\n☐ Breakneck Rider {1}{R}{R}\n☐ Convicted Killer {2}{R}\n☐ Gatstaf Arsonists {4}{R}\n☐ Kessig Forgemaster {1}{R}\n☐ Skin Invasion {1}{R}\n☐ Village Messenger {R}\n☐ Autumnal Gloom {2}{G}\n☐ Duskwatch Recruiter {1}{G}\n☐ Hermit of the Natterknolls {2}{G}\n☐ Hinterland Logger {1}{G}\n☐ Lambholt Pacifist {1}{G}\n☐ Solitary Hunter {3}{G}\n☐ Harvest Hand {3}\n☐ Neglected Heirloom {1}\n☐ Thraben Gargoyle {1},Card,token,42280d88-63a2-5a69-93d9-76e021eae52d,
Shadows Over Innistrad Checklist 2,TSOI,CH2,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Archangel Avacyn {3}{W}{W}\n☐ Hanweir Militia Captain {1}{W}\n☐ Startled Awake {2}{U}{U}\n☐ Thing in the Ice {1}{U}\n☐ Elusive Tormentor {2}{B}{B}\n☐ Geier Reach Bandit {2}{R}\n☐ Sage of Ancient Lore {4}{G}\n☐ Arlinn Kord {2}{R}{G}\n☐ Westvale Abbey,Card,token,5b12b49c-65a3-5545-b9b1-d31786f4ba27,
"Jace, Unraveler of Secrets Emblem",TSOI,17,,,,"Whenever an opponent casts their first spell each turn, counter that spell.",Emblem — Jace,emblem,65cfc4bf-c7d7-5b2a-9d30-ab1b7c2b94dd,
Fractal,TSTX,3,0,0,,,Token Creature — Fractal,token,f1eeabc4-d35f-513e-a146-1f76051b3ad9,
"Rowan, Scholar of Sparks Emblem",TSTX,9,,,,"Whenever you cast an instant or sorcery spell, you may pay {2}. If you do, copy that spell. You may choose new targets for the copy.",Emblem,emblem,4a610a7b-cf8d-5231-bc2f-a3cd64009fd3,
Minotaur Goreseeker,TBTH,1,3,2,,Haste\nMinotaur Goreseeker attacks each turn if able.,Token Creature — Minotaur,token,99290860-9b14-5021-b280-ec42d70d3357,
Minotaur Younghorn,TBTH,2,2,2,,Haste\nMinotaur Younghorn attacks each turn if able.,Token Creature — Minotaur,token,668b25dd-ef0d-5bc1-8533-86f80324d70c,
Mogis's Chosen,TBTH,3,5,4,,Mogis's Chosen enters the battlefield tapped.\nMogis's Chosen attacks each turn if able.,Token Creature — Minotaur,token,fd8a200f-f6f6-5574-b720-ebcdccb89163,
Phoberos Reaver,TBTH,4,2,3,,Haste\nPhoberos Reaver attacks each turn if able.,Token Creature — Minotaur,token,13834a1f-3fe6-5e07-bbf6-dff8673eb1ab,
Reckless Minotaur,TBTH,5,4,1,,"Haste\nReckless Minotaur attacks each turn if able.\nAt the beginning of the end step, destroy Reckless Minotaur.",Token Creature — Minotaur,token,fb6ac82c-6786-57e3-887c-b9014ba4a371,
Xenagos Ascended,TDAG,1,6,5,,"Xenagos Ascended can't leave the battlefield as long as a Reveler is on the battlefield.\nWhen Xenagos Ascended leaves the battlefield, each player wins the game.",Token Legendary Enchantment Creature — God,token,7540a897-904b-55af-804d-9df0f53b5b17,
Rollicking Throng,TDAG,2,1,3,,"When Rollicking Throng enters the battlefield, reveal the top card of Xenagos's library and Xenagos casts that card. (This ability doesn't trigger as the game begins.)",Token Creature — Human Reveler,token,1728cf5d-781c-5386-b8bc-67617110042e,
Ecstatic Piper,TDAG,3,2,2,,"When Ecstatic Piper enters the battlefield, Xenagos Ascended attacks this turn if able.\nHero's Reward — When Ecstatic Piper leaves the battlefield, each player gains 2 life.",Token Creature — Satyr Reveler,token,96aa651c-669e-5a23-abeb-cdc53ffafbed,
Maddened Oread,TDAG,4,4,2,,"As long as five or more Revelers are on the battlefield, Maddened Oread attacks each turn if able.\nHero's Reward — When Maddened Oread leaves the battlefield, each player gains 3 life.",Token Enchantment Creature — Nymph Reveler,token,b25f9b85-9979-595d-8cb6-d12f9e830a97,
Pheres-Band Revelers,TDAG,5,4,4,,"Hero's Reward — When Pheres-Band Revelers leaves the battlefield, each player draws a card.",Token Creature — Centaur Reveler,token,93f059c4-6c75-5ebe-8262-d52ee311ddb2,
Serpent Dancers,TDAG,6,2,4,,"Deathtouch\nHero's Reward — When Serpent Dancers leaves the battlefield, each player draws a card.",Token Creature — Human Reveler,token,f94467d3-a667-53c4-b6c5-14d57dbd23ad,
Wild Maenads,TDAG,7,3,1,,"First Strike\nHero's Reward — When Wild Maenads leaves the battlefield, each player gains 3 life.",Token Creature — Human Reveler,token,1f258e74-4c3d-5f34-adfb-564578e390c8,
