name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Golem,TMH2,12,4,4,,,Token Artifact Creature — Golem,token,3d30fcdc-6e3d-5535-8bb3-34d175b2fb57,,"{""reverseRelated"": [""General Ferrous Rokiric""]}"
Bird,TMID,3,1,1,,Flying\nThis creature can block only creatures with flying.,Token Creature — Bird,token,d1a28b9a-8f82-5413-a1f1-3284bd2f3f52,,"{""reverseRelated"": [""Ominous Roost""]}"
Zombie,TMID,5,2,2,,"Decayed (This creature can't block. When it attacks, sacrifice it at end of combat.)",Token Creature — Zombie,token,974e8ef7-5b3c-5f02-9887-027e2578687f,,"{""reverseRelated"": [""Crowded Crypt"", ""Curse of the Restless Dead"", ""Diregraf Horde"", ""Falcon Abomination"", ""Flip the Switch"", ""Ghoulcaller's Harvest"", ""Ghoulish Procession"", ""Hobbling Zombie"", ""Jadar, Ghoulcaller of Nephalia"", ""No Way Out"", ""Poppet Stitcher // Poppet Factory"", ""Revenge of the Drowned"", ""Rotten Reunion"", ""Startle"", ""Tainted Adversary"", ""Wilhelt, the Rotcleaver""]}"
Elemental,TMID,7,*,*,,Trample\nThis creature's power and toughness are each equal to the number of instant and sorcery cards in your graveyard plus the number of cards with flashback you own in exile.,Token Creature — Elemental,token,c827d437-be61-5b73-8d1a-b3576f6629a8,,"{""reverseRelated"": [""Seize the Storm""]}"
Insect,TMID,9,3,3,,,Token Creature — Insect,token,f553735d-b495-5c5f-b28e-464065ef8859,,"{""reverseRelated"": [""Rise of the Ants""]}"
Ooze,TMID,10,*,*+1,,This creature's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.,Token Creature — Ooze,token,6382a9a1-d8c1-53e6-b1f3-e2f4f082a584,,"{""reverseRelated"": [""Consuming Blob""]}"
Treefolk,TMID,12,*,*,,Reach\nThis creature's power and toughness are each equal to the number of lands you control.,Token Creature — Treefolk,token,f491d91a-8f4e-54a5-9513-5d89bad9f4ec,,"{""reverseRelated"": [""Wrenn and Seven""]}"
Vampire,TMID,14,3,1,,"Trample, lifelink, haste",Token Creature — Vampire,token,c5487613-a4b3-5943-8405-51c497f272a3,,"{""reverseRelated"": [""Hungry for More""]}"
Zombie,TMID,15,*,*,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Zombie,token,b9f7553d-55f1-5a3d-a0bc-2c36967c544f,,"{""reverseRelated"": [""Corpse Cobble""]}"
"Teferi, Who Slows the Sunset Emblem",TMID,17,,,,Untap all permanents you control during each opponent's untap step.\nYou draw a card during each opponent's draw step.,Emblem,emblem,c24f7648-d86a-5c66-93c1-104ddd0f95d3,,"{""reverseRelated"": [""Teferi, Who Slows the Sunset""]}"
Wrenn and Seven Emblem,TMID,18,,,,You have no maximum hand size.,Emblem,emblem,a0aeb1e1-284f-51b4-bc3a-44cb3d26c067,,"{""reverseRelated"": [""Wrenn and Seven""]}"
Rhino Warrior,TMKC,18,4,4,,,Token Creature — Rhino Warrior,token,d51596b7-2aea-52d8-abf9-c31635bb406a,,"{""reverseRelated"": [""Crash the Party"", ""Killer Service"", ""Titan of Industry"", ""Vivien on the Hunt"", ""Workshop Warchief""]}"
Tiny,TMKC,21,2,2,,Trample,Token Legendary Creature — Dog Detective,token,70580d3e-737a-5612-9529-471b2e86d12c,,"{""reverseRelated"": [""Sophia, Dogged Detective""]}"
Dog,TMKM,1,1,1,,,Token Creature — Dog,token,6f222117-73e0-5b15-8f8d-529bfa2cdbc1,,"{""reverseRelated"": [""Dog Walker"", ""Hunted Bonebrute"", ""Krovod Haunch"", ""Release the Dogs"", ""Rin and Seri, Inseparable // Rin and Seri, Inseparable""]}"
Skeleton,TMKM,5,2,1,,,Token Creature — Skeleton,token,a3a8ccfa-230d-5c26-8b80-d0993fd4ba97,,"{""reverseRelated"": [""Case of the Stashed Skeleton""]}"
Imp,TMKM,7,2,2,,"When this creature dies, it deals 2 damage to each opponent.",Token Creature — Imp,token,a52750b3-3a65-5300-96f3-0222857b9d50,,"{""reverseRelated"": [""Judith, Carnage Connoisseur""]}"
Ooze,TMKM,8,0,0,,Trample,Token Creature — Ooze,token,f8dacdc5-2e85-5385-8f67-e1fcc92a738d,,"{""reverseRelated"": [""Printlifter Ooze"", ""Slime Against Humanity""]}"
Detective,TMKM,10,2,2,,,Token Creature — Detective,token,4c84fc07-0117-5360-9426-02f030e51f75,,"{""reverseRelated"": [""Chalk Outline"", ""Detective of the Month"", ""Drag the Canal"", ""Felonious Rage"", ""Inside Source"", ""Museum Nightwatch"", ""Person of Interest"", ""Unyielding Gatekeeper""]}"
Spider,TMKM,11,2,1,,"Menace, reach",Token Creature — Spider,token,806b3bc5-ffdc-511c-a96f-92be64ad12d5,,"{""reverseRelated"": [""Izoni, Center of the Web""]}"
Voja Fenstalker,TMKM,13,5,5,,Trample,Token Legendary Creature — Wolf,token,c166de59-5e3f-5bab-a3dd-abbb9f2bdd0d,,"{""reverseRelated"": [""Tolsimir, Midnight's Light""]}"
Thopter,TMKM,19,0,0,,Flying,Token Artifact Creature — Thopter,token,41e3bd0b-1a07-571a-997d-db549c64497f,,"{""reverseRelated"": [""Intrude on the Mind""]}"
A Mysterious Creature,TMKM,21,2,2,,"You can cover a face-down creature with this reminder card. A face-down creature that was cloaked or cast with disguise has ward {2}. (Whenever that creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",Creature,token,f5b1634e-a14b-51d6-a679-356f7f0ac60f,,"{""reverseRelated"": [""Alley Assailant"", ""Aurelia's Vindicator"", ""Basilica Stalker"", ""Bolrac-Clan Basher"", ""Boltbender"", ""Branch of Vitu-Ghazi"", ""Bubble Smuggler"", ""Concealed Weapon"", ""Coveted Falcon"", ""Crowd-Control Warden"", ""Cryptic Coat"", ""Culvert Ambusher"", ""Defenestrated Phantom"", ""Dog Walker"", ""Essence of Antiquity"", ""Etrata, Deadly Fugitive"", ""Exit Specialist"", ""Experiment Twelve"", ""Expose the Culprit"", ""Faerie Snoop"", ""Flourishing Bloom-Kin"", ""Forum Familiar"", ""Fugitive Codebreaker"", ""Gadget Technician"", ""Granite Witness"", ""Greenbelt Radical"", ""Hide in Plain Sight"", ""Hunted Bonebrute"", ""Lumbering Laundry"", ""Mistway Spy"", ""Museum Nightwatch"", ""Nervous Gardener"", ""Nightdrinker Moroii"", ""Offender at Large"", ""Printlifter Ooze"", ""Pyrotechnic Performer"", ""Rakish Scoundrel"", ""Ransom Note"", ""Riftburst Hellion"", ""Sanguine Savior"", ""Shady Informant"", ""True Identity"", ""Undercover Crocodelf"", ""Unexplained Absence"", ""Unyielding Gatekeeper"", ""Vannifar, Evolved Enigma"", ""Veiled Ascension"", ""Vengeful Creeper""]}"
Spider,TMM3,5,2,4,,Reach,Token Creature — Spider,token,de8e7c49-276b-58ca-8c38-5188fbd6a952,,"{""reverseRelated"": [""Penumbra Spider""]}"
Wurm,TMM3,15,5,5,,Trample,Token Creature — Wurm,token,04980b0b-701b-5763-aefa-a81de18dc93f,,"{""reverseRelated"": [""Advent of the Wurm"", ""Armada Wurm"", ""Worldspine Wurm""]}"
Giant Warrior,TMM3,17,4,4,,Haste,Token Creature — Giant Warrior,token,801b4da1-9973-5d92-b53e-3ca496f67f3d,,"{""reverseRelated"": [""Giantbaiting""]}"
Giant Warrior,TMMA,1,5,5,,,Token Creature — Giant Warrior,token,424eae52-6b3b-59f9-8a03-9a682fe7d85f,,"{""reverseRelated"": [""Feudkiller's Verdict""]}"
Treefolk Shaman,TMMA,13,2,5,,,Token Creature — Treefolk Shaman,token,5cf2b39f-2017-5f35-84c8-5ec778289e60,,"{""reverseRelated"": [""Reach of Branches""]}"
Faerie Rogue,TMMA,14,1,1,,Flying,Token Creature — Faerie Rogue,token,6b5a3b83-2057-5f85-9676-8bb0633405e9,,"{""reverseRelated"": [""Oona, Queen of the Fae""]}"
Eldrazi,TMOC,1,7,7,,"Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)",Token Creature — Eldrazi,token,bb78da58-40bc-5bd7-8602-1e6ef8abc78f,,"{""reverseRelated"": [""Hedron Fields of Agadeem""]}"
Vampire Knight,TMOC,20,1,1,,Lifelink,Token Creature — Vampire Knight,token,101bbc93-a09f-5922-a6cc-3a258ec33722,,"{""reverseRelated"": [""Call the Bloodline"", ""Elenda and Azor"", ""Sorin, Grim Nemesis""]}"
Elemental,TMOC,22,1,1,,"Whenever this creature becomes tapped, it deals 1 damage to target player.",Token Creature — Elemental,token,32969b41-72b9-5a86-a700-84ca56084537,,"{""reverseRelated"": [""Wildfire Awakener""]}"
Gremlin,TMOC,25,0,0,,,Token Artifact Creature — Gremlin,token,ab813dd4-69b7-5723-b719-22eaecd6cbee,,"{""reverseRelated"": [""Gimbal, Gremlin Prodigy""]}"
Butterfly,TMOC,29,1,1,,Flying,Token Creature — Insect,token,26c4710c-d6f9-50a9-830b-d0b37b67a65d,,"{""reverseRelated"": [""Giant Caterpillar"", ""Megaflora Jungle""]}"
Teferi's Talent Emblem,TMOC,44,,,,You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.,Emblem,emblem,8960cd24-7bc7-5455-9868-383cd22a046b,,"{""reverseRelated"": [""Teferi's Talent""]}"
Kraken,TMOM,4,1,1,,Trample,Token Creature — Kraken,token,fe3dc071-a8eb-558f-8f1a-2cf95935cc5b,,"{""reverseRelated"": [""Invasion of Segovia // Caetus, Sea Tyrant of Segovia""]}"
First Mate Ragavan,TMOM,6,2,1,,,Token Legendary Creature — Monkey Pirate,token,430515a3-9c84-5aaf-8fe6-63cda4fa6731,,"{""reverseRelated"": [""Baral and Kari Zev""]}"
Dinosaur,TMOM,7,*,*,,,Token Creature — Dinosaur,token,618893aa-cc4f-5940-8887-ad6f9a38a3a0,,"{""reverseRelated"": [""Ghalta and Mavren""]}"
Phyrexian Saproling,TMOM,8,1,1,,,Token Creature — Phyrexian Saproling,token,e167b906-df66-5cce-962b-1086f473e884,,"{""reverseRelated"": [""Blightreaper Thallid // Blightsower Thallid""]}"
Elemental,TMOM,9,1,1,,,Token Creature — Elemental,token,bbab9684-dcc4-5a3a-af74-b040cc9d3a09,,"{""reverseRelated"": [""Invasion of Mercadia // Kyren Flamewright"", ""Joyful Stormsculptor"", ""Preening Champion"", ""Ral's Reinforcements""]}"
Knight,TMOM,10,2,2,,Vigilance,Token Creature — Knight,token,74a6afcf-21ee-526d-876d-15aabe19fffb,,"{""reverseRelated"": [""Chivalric Alliance"", ""Invasion of Belenon // Belenon War Anthem"", ""Invasion of New Phyrexia // Teferi Akosa of Zhalfir"", ""Knight of the New Coalition"", ""Unyaro"", ""Xerex Strobe-Knight""]}"
Phyrexian Hydra,TMOM,11,3,3,,Reach,Token Creature — Phyrexian Hydra,token,5e46e483-0a40-57e9-9aea-59830b06d88f,,"{""reverseRelated"": [""Polukranos Reborn // Polukranos, Engine of Ruin""]}"
Phyrexian Hydra,TMOM,12,3,3,,Lifelink,Token Creature — Phyrexian Hydra,token,3a9a5194-7a70-54b0-b3f1-ff840ecbc811,,"{""reverseRelated"": [""Polukranos Reborn // Polukranos, Engine of Ruin""]}"
Warrior,TMOM,15,3,2,,"Whenever this creature and at least one other creature token attack, put a +1/+1 counter on this creature.",Token Creature — Warrior,token,70b5f89e-ef3b-5912-bcec-80db98a589fc,,"{""reverseRelated"": [""Invasion of Kylem // Valor's Reach Tag Team""]}"
Teferi Akosa of Zhalfir Emblem,TMOM,22,,,,Knights you control get +1/+0 and have ward {1}.,Emblem,emblem,220ed608-fe2e-58e2-bfb7-4b68c0aca779,,"{""reverseRelated"": [""Invasion of New Phyrexia // Teferi Akosa of Zhalfir""]}"
Wrenn and Realmbreaker Emblem,TMOM,23,,,,You may play lands and cast permanent spells from your graveyard.,Emblem,emblem,afada065-4cf0-5ee1-b63a-ba76493499be,,"{""reverseRelated"": [""Wrenn and Realmbreaker""]}"
Elemental,TNCC,18,0,1,,"At the beginning of your upkeep, sacrifice this creature and return target card named Rekindling Phoenix from your graveyard to the battlefield. It gains haste until end of turn.",Token Creature — Elemental,token,c4108046-e2c0-543b-b08d-3e51d89c7c05,,"{""reverseRelated"": [""Rekindling Phoenix""]}"
Soldier,TNCC,33,1,1,,Haste,Token Creature — Soldier,token,ccfc41fc-5e0c-5f60-a04b-5e05e8edbd64,,"{""reverseRelated"": [""Assemble the Legion"", ""Blaze Commando"", ""Caesar, Legion's Emperor"", ""Sunhome Guildmage""]}"
Shrine,TNEC,1,1,1,,,Token Enchantment Creature — Shrine,token,d134c4be-492a-5e9a-a4c4-bb203ef1e694,,"{""reverseRelated"": [""Go-Shintai of Life's Origin""]}"
Smoke Blessing,TNEC,6,,,,"Enchant creature\nWhen enchanted creature dies, it deals 1 damage to its controller and you create a Treasure token.",Token Enchantment — Aura,token,8c143dce-d6a3-57c5-a912-8ce754f73de9,,"{""reverseRelated"": [""Smoke Spirits' Aid"", ""Treasure""]}"
Pilot,TNEO,1,1,1,,This creature crews Vehicles as though its power were 2 greater.,Token Creature — Pilot,token,6c112277-fd0b-5566-a5f5-0f59216e0444,,"{""reverseRelated"": [""Born to Drive"", ""Prodigy's Prototype"", ""Reckoner Bankbuster"", ""Shorikai, Genesis Engine""]}"
Samurai,TNEO,3,2,2,,Vigilance,Token Creature — Samurai,token,0979b2d0-05a6-5616-b7be-75c1777f6cb6,,"{""reverseRelated"": [""Banishing Slash"", ""Eiganjo Uprising"", ""Experimental Synthesizer"", ""Imperial Oath"", ""Naomi, Pillar of Order"", ""The Wandering Emperor""]}"
Ninja,TNEO,4,1,1,,This creature can't be blocked.,Token Creature — Ninja,token,e279e34e-2bb6-5fc5-9f24-e2d8441c8b2f,,"{""reverseRelated"": [""Kaito Shizuki""]}"
Rat Rogue,TNEO,5,1,1,,,Token Creature — Rat Rogue,token,9179b14e-8e42-594c-bb1a-b2ef2b4cadbc,,"{""reverseRelated"": [""Tribute to Horobi // Echo of Death's Wail""]}"
Construct,TNEO,6,3,1,,Haste,Token Artifact Creature — Construct,token,ff7baed0-4359-5fe5-bd9b-abb6234677ff,,"{""reverseRelated"": [""Sokenzan Smelter""]}"
Dragon Spirit,TNEO,7,5,5,,Flying,Token Creature — Dragon Spirit,token,90c08b72-09bc-50dd-82c2-00c0d6906d55,,"{""reverseRelated"": [""Goro-Goro and Satoru"", ""Goro-Goro, Disciple of Ryusei""]}"
Goblin Shaman,TNEO,8,2,2,,"Whenever this creature attacks, create a Treasure token.",Token Creature — Goblin Shaman,token,54edcc8d-dc97-5a6e-b42b-00d63b81e738,,"{""reverseRelated"": [""Fable of the Mirror-Breaker // Reflection of Kiki-Jiki"", ""Treasure""]}"
Spirit,TNEO,9,2,2,,Menace (This creature can't be blocked except by two or more creatures.),Token Creature — Spirit,token,3678f749-eef6-5616-a8f0-b019b350f8a5,,"{""reverseRelated"": [""Chishiro, the Shattered Blade"", ""Gift of Wrath""]}"
Human Monk,TNEO,10,1,1,,{T}: Add {G}.,Token Creature — Human Monk,token,64544fb1-96f2-59f1-a427-0a8ec477a8c0,,"{""reverseRelated"": [""Careful Cultivation"", ""Jugan Defends the Temple // Remnant of the Rising Star""]}"
Spirit,TNEO,11,4,5,,,Token Creature — Spirit,token,8d87d9c3-08f4-516a-b53d-0c28162ae064,,"{""reverseRelated"": [""Invoke the Ancients""]}"
Spirit,TNEO,12,*,*,,,Token Creature — Spirit,token,c06ee636-394e-505c-8844-ac3c012e5a06,,"{""reverseRelated"": [""Kura, the Boundless Sky""]}"
Keimi,TNEO,13,3,3,,"Whenever you cast an enchantment spell, each opponent loses 1 life and you gain 1 life.",Token Legendary Creature — Frog,token,385c70a5-88a4-5ba7-8a01-51688d3af742,,"{""reverseRelated"": [""Tatsunari, Toad Rider""]}"
Mechtitan,TNEO,14,10,10,,"Mechtitan is all colors.\nFlying, vigilance, trample, lifelink, haste",Token Legendary Artifact Creature — Construct,token,023515e1-6755-56be-a01a-6f75b668a182,,"{""reverseRelated"": [""Mechtitan Core""]}"
Tamiyo's Notebook,TNEO,16,,,,Spells you cast cost {2} less to cast.\n{T}: Draw a card.,Token Legendary Artifact,token,e1afd0a4-f8bf-53eb-8c21-034d1240c3af,,"{""reverseRelated"": [""Tamiyo, Compleated Sage""]}"
Kaito Shizuki Emblem,TNEO,18,,,,"Whenever a creature you control deals combat damage to a player, search your library for a blue or black creature card, put it onto the battlefield, then shuffle.",Emblem,emblem,274930fe-6153-55a8-8c05-c8e88b7fac19,,"{""reverseRelated"": [""Kaito Shizuki""]}"
"Tezzeret, Betrayer of Flesh Emblem",TNEO,19,,,,"Whenever an artifact you control becomes tapped, draw a card.",Emblem,emblem,7ee89398-0e02-5dc6-837e-c5105a01e4b6,,"{""reverseRelated"": [""Tezzeret, Betrayer of Flesh""]}"
Soldier,TONC,8,2,2,,Vigilance,Token Creature — Soldier,token,1b4d784e-c529-565b-9d81-2c8ae732cc16,,"{""reverseRelated"": [""Finale of Glory""]}"
Phyrexian Insect,TONC,15,1,1,,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),Token Creature — Phyrexian Insect,token,3a4eb72a-cd8b-5416-93b7-a37e90ff50f9,,"{""reverseRelated"": [""Carrion Call"", ""Insect"", ""Phyrexian Swarmlord"", ""Trigon of Infestation""]}"
Phyrexian Wurm,TONC,16,*,*,,Trample\nToxic 1 (Players dealt combat damage by this creature also get a poison counter.),Token Creature — Phyrexian Wurm,token,52d0a58a-7af5-5d8b-adb0-78644fdd7cec,,"{""reverseRelated"": [""Poison Counter"", ""Wurmquake""]}"
Golem,TONC,18,*,*,,Haste,Token Artifact Creature — Golem,token,2dd373fc-3a90-5398-bda9-faed675767a9,,"{""reverseRelated"": [""Vulshok Factory""]}"
Samurai,TONE,2,2,2,,Double strike,Token Creature — Samurai,token,f61410ad-88a7-5e6b-b4db-fcd243ae3ea7,,"{""reverseRelated"": [""The Eternal Wanderer""]}"
Phyrexian Goblin,TONE,3,1,1,,,Token Creature — Phyrexian Goblin,token,3a49ec7d-50c8-5459-861f-07185c1142e7,,"{""reverseRelated"": [""Chancellor of the Forge"", ""Charforger"", ""Chimney Rabble"", ""Churning Reservoir"", ""Gleeful Demolition"", ""Ovika, Enigma Goliath""]}"
Phyrexian Horror,TONE,4,*,1,,"Trample, haste",Token Creature — Phyrexian Horror,token,56b09793-68bf-56de-ab32-7ee18e9aa1ca,,"{""reverseRelated"": [""Urabrask's Forge""]}"
Rebel,TONE,5,2,2,,,Token Creature — Rebel,token,f78af17a-6b08-5984-b36b-a15b4f1dccd4,,"{""reverseRelated"": [""Barbed Batterfist"", ""Blade of Shared Souls"", ""Bladehold War-Whip"", ""Dragonwing Glider"", ""Glimmer Lens"", ""Goldwarden's Helm"", ""Goldwardens' Gambit"", ""Hexgold Halberd"", ""Hexgold Hoverwings"", ""Hexplate Wallbreaker"", ""Kemba's Banner"", ""Mirran Bardiche"", ""Otharri, Suns' Glory"", ""Sylvok Battle-Chair"", ""Vulshok Splitter""]}"
Phyrexian Beast,TONE,6,3,3,,Toxic 1 (Players dealt combat damage by this creature also get a poison counter.),Token Creature — Phyrexian Beast,token,1e507a36-d0d4-5fd0-9076-0ebdcc7b3432,,"{""reverseRelated"": [""Goliath Hatchery"", ""Lukka, Bound to Ruin"", ""Poison Counter"", ""Viral Spawning""]}"
Phyrexian Horror,TONE,7,*,*,,,Token Creature — Phyrexian Horror,token,22dbcfbd-79aa-5d9e-b5ee-ab3ef77529db,,"{""reverseRelated"": [""Nissa, Ascended Animist""]}"
Drone,TONE,8,2,2,,"Deathtouch\nWhen this creature leaves the battlefield, each opponent loses 2 life and you gain 2 life.",Token Artifact Creature — Drone,token,d9327567-d717-52db-aa40-71cc2a6b962b,,"{""reverseRelated"": [""Kaito, Dancing Shadow""]}"
The Hollow Sentinel,TONE,9,3,3,,,Token Legendary Artifact Creature — Phyrexian Golem,token,4de6bb51-46aa-59d7-b603-291babb01771,,"{""reverseRelated"": [""Venser, Corpse Puppet""]}"
Phyrexian Mite,TONE,11,1,1,,Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)\nThis creature can't block.,Token Artifact Creature — Phyrexian Mite,token,d4928ecf-ba43-5759-b91c-d230325c6331,,"{""reverseRelated"": [""Basilica Shepherd"", ""Charge of the Mites"", ""Crawling Chorus"", ""Indoctrination Attendant"", ""Infested Fleshcutter"", ""Mirrex"", ""Mite Overseer"", ""Poison Counter"", ""Ria Ivor, Bane of Bladehold"", ""Skrelv's Hive"", ""Stinging Hivemaster"", ""Vishgraz, the Doomhive"", ""White Sun's Twilight""]}"
"Koth, Fire of Resistance Emblem",TONE,13,,,,"Whenever a Mountain enters the battlefield under your control, this emblem deals 4 damage to any target.",Emblem,emblem,5fb6fd07-bae2-5d67-92a2-5e1000e4fa12,,"{""reverseRelated"": [""Koth, Fire of Resistance""]}"
"Ashaya, the Awoken World",TORI,7,4,4,,,Token Legendary Creature — Elemental,token,525e7f62-6d27-5a6c-bc83-389625308040,,"{""reverseRelated"": [""Nissa, Vastwood Seer // Nissa, Sage Animist""]}"
Elemental,TORI,8,2,2,,,Token Creature — Elemental,token,b7d2f111-d79c-5faf-9aa4-99e4ecd723f6,,"{""reverseRelated"": [""Zendikar's Roil""]}"
"Jace, Telepath Unbound Emblem",TORI,12,,,,"Whenever you cast a spell, target opponent puts the top five cards of their library into their graveyard.",Emblem — Jace,emblem,2e1d3bd1-27c1-54c5-b479-d914b4693c1e,,"{""reverseRelated"": [""Jace, Vryn's Prodigy // Jace, Telepath Unbound""]}"
"Liliana, Defiant Necromancer Emblem",TORI,13,,,,"Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step.",Emblem — Liliana,emblem,b6b767d0-52a6-598c-997b-6876a92a5a0b,,"{""reverseRelated"": [""Liliana, Heretical Healer // Liliana, Defiant Necromancer""]}"
"Chandra, Roaring Flame Emblem",TORI,14,,,,"At the beginning of your upkeep, this emblem deals 3 damage to you.",Emblem — Chandra,emblem,741922f7-81d6-5ee9-b850-6d83d447552e,,"{""reverseRelated"": [""Chandra, Fire of Kaladesh // Chandra, Roaring Flame""]}"
Rogue,TOTC,9,2,2,,,Token Creature — Rogue,token,fc4b8c69-e041-5005-a335-138eb09d7ab1,,"{""reverseRelated"": [""Currency Converter"", ""Girder Goons"", ""Misfortune Teller"", ""Waste Management""]}"
Dragon Elemental,TOTC,13,4,4,,"Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",Token Creature — Dragon Elemental,token,5900f9ef-a723-5b4d-a68e-179f5afc1792,,"{""reverseRelated"": [""Elemental Eruption"", ""Eris, Roar of the Storm""]}"
Plant Warrior,TOTC,20,4,2,,Reach,Token Creature — Plant Warrior,token,227679ef-61ea-53f9-a2fd-d1f64c61f222,,"{""reverseRelated"": [""Vengeful Regrowth"", ""Yuma, Proud Protector""]}"
Ox,TOTJ,3,2,2,,,Token Creature — Ox,token,0c6204e4-e3fc-51cd-9496-4b2da24e3783,,"{""reverseRelated"": [""Bovine Intervention"", ""Bruse Tarl, Roving Rancher""]}"
Sheep,TOTJ,4,1,1,,,Token Creature — Sheep,token,644d3865-e392-5252-afa5-16f1574c96d6,,"{""reverseRelated"": [""Bridled Bighorn""]}"
Spirit,TOTJ,5,2,2,,Flying,Token Creature — Spirit,token,2aeeec8f-4a21-58bf-a104-6ef6ea36077b,,"{""reverseRelated"": [""Obscura Ascendancy"", ""Phantom Interference"", ""Wrangler of the Damned""]}"
Beau,TOTJ,6,*,*,,This creature's power and toughness are each equal to the number of lands you control.,Token Legendary Creature — Ox,token,d9de4442-bfad-519b-8851-a5957e5de797,,"{""reverseRelated"": [""Bonny Pall, Clearcutter""]}"
Vampire Rogue,TOTJ,8,1,1,,Lifelink,Token Creature — Vampire Rogue,token,f0ef8d6a-4b64-5c73-8233-800aee022a29,,"{""reverseRelated"": [""Baron Bertram Graywater""]}"
Mercenary,TOTJ,10,1,1,,{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.,Token Creature — Mercenary,token,0b3c8513-324d-5347-af39-b6da4161a67a,,"{""reverseRelated"": [""At Knifepoint"", ""Brimstone Roundup"", ""Ertha Jo, Frontier Mentor"", ""Form a Posse"", ""Hellspur Posse Boss"", ""Lassoed by the Law"", ""Mourner's Surprise"", ""Nezumi Linkbreaker"", ""Prickly Pair"", ""Prosperity Tycoon"", ""Rakish Crew"", ""Selvala, Eager Trailblazer"", ""Unfortunate Accident"", ""Wanted Griffin""]}"
Scorpion Dragon,TOTJ,11,4,4,,"Flying, haste",Token Creature — Scorpion Dragon,token,693ffc98-ec95-55c5-8d26-0cadc4663721,,"{""reverseRelated"": [""Magda, the Hoardmaster""]}"
Elk,TOTJ,13,3,3,,,Token Creature — Elk,token,550650bd-3ac5-55ee-b739-173af89ff794,,"{""reverseRelated"": [""Oko, the Ringleader""]}"
Varmint,TOTJ,14,2,1,,,Token Creature — Varmint,token,a48209c0-04de-5b70-a252-d5c3462dc3b3,,"{""reverseRelated"": [""Rise of the Varmints""]}"
Zombie Rogue,TOTJ,15,2,2,,,Token Creature — Zombie Rogue,token,9c4d4329-1a29-544f-b569-59312b54fd19,,"{""reverseRelated"": [""Geralf, the Fleshwright"", ""Gisa, the Hellraiser"", ""Outlaw Stitcher"", ""Rictus Robber""]}"
Meteorite,TOTJ,17,,,,"When Meteorite enters the battlefield, it deals 2 damage to any target.\n{T}: Add one mana of any color.",Token Artifact,token,f605e1eb-231e-5e9f-89dd-93523bee6512,,"{""reverseRelated"": [""Roxanne, Starfall Savant""]}"
Plot,TOTJ,20,,,,"After you plot a card, you may place the exiled card here. You may cast it as a sorcery on a later turn without paying its mana cost.",Card,token,d0056891-3072-5040-b870-2c88c9110497,,"{""reverseRelated"": [""Aloe Alchemist"", ""Aven Interrupter"", ""Beastbond Outcaster"", ""Blacksnag Buzzard"", ""Brimstone Roundup"", ""Cunning Coyote"", ""Demonic Ruckus"", ""Djinn of Fool's Fall"", ""Doc Aurlock, Grizzled Genius"", ""Dust Animus"", ""Fblthp, Lost on the Range"", ""Freestrider Commando"", ""Highway Robbery"", ""Irascible Wolverine"", ""Jace Reawakened"", ""Kellan Joins Up"", ""Lilah, Undefeated Slickshot"", ""Loan Shark"", ""Lock and Load"", ""Longhorn Sharpshooter"", ""Make Your Own Luck"", ""Outcaster Trailblazer"", ""Outlaw Stitcher"", ""Pillage the Bog"", ""Pitiless Carnage"", ""Plan the Heist"", ""Pyretic Charge"", ""Railway Brawler"", ""Rictus Robber"", ""Rise of the Varmints"", ""Sheriff of Safe Passage"", ""Slickshot Lockpicker"", ""Slickshot Show-Off"", ""Spinewoods Paladin"", ""Stagecoach Security"", ""Step Between Worlds"", ""Stingerback Terror"", ""Tumbleweed Rising"", ""Unscrupulous Contractor"", ""Visage Bandit""]}"
Pest,TOTP,4,1,1,,"When this creature dies, you gain 1 life.",Token Creature — Pest,token,fda6f4a3-6734-5347-8712-e449ed76e0a8,,"{""reverseRelated"": [""Beledros Witherbloom"", ""Blight Mound"", ""Callous Bloodmage"", ""Containment Breach"", ""Hunt for Specimens"", ""Pest Infestation"", ""Pest Summoning"", ""Pestilent Cauldron // Restorative Burst"", ""Professor of Zoomancy"", ""Sedgemoor Witch"", ""Tend the Pests"", ""Valentin, Dean of the Vein // Lisette, Dean of the Root""]}"
Rukh,P03,7,4,4,,Flying,Token Creature — Bird,token,2a425e9e-0c85-5f75-9382-2b72440165bc,,"{""reverseRelated"": [""Rukh Egg""]}"
Human Knight,TPIP,2,2,2,,This creature gets +2/+2 as long as an artifact entered the battlefield under your control this turn.,Token Creature — Human Knight,token,5a89935e-2167-5ee7-8e6c-b0ed7c340979,,"{""reverseRelated"": [""The Prydwen, Steel Flagship""]}"
